GENERIC NAME,CONDITION,SOURCE,DESTINATION
lisinopril,Hypertension,Kasargod,Kannur
rizatriptan,Migraine,Palakkad,Kannur
tretinoin topical,Acne,Thrissur,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,Kozhikode
minocycline,Acne,Ernakulam,Idukki
elvitegravir,AIDS/HIV,Palakkad,Kannur
duloxetine,Depression,Kollam,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Aleppey
minoxidil topical,Hair Loss,Kollam,Ernakulam
bupropion,Depression,Thiruvananthapuram,Kozhikode
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,Ernakulam
bupropion,Depression,Thiruvananthapuram,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Kollam
losartan,Hypertension,Malappuram,Palakkad
elvitegravir,AIDS/HIV,Palakkad,Malappuram
duloxetine,Depression,Kollam,Thrissur
clindamycin topical,Acne,Aleppey,Kollam
lisinopril,Hypertension,Kasargod,Kollam
minocycline,Acne,Ernakulam,Palakkad
chlorpheniramine,Cold,Kasargod,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
sertraline,Depression,Kozhikode,Kannur
spironolactone,Acne,Thiruvananthapuram,Kollam
rizatriptan,Migraine,Palakkad,Kannur
minocycline,Acne,Ernakulam,Palakkad
alvimopan,Gastrointestinal,Kottayam,Pathanamthitta
elvitegravir,AIDS/HIV,Palakkad,Thiruvananthapuram
duloxetine,Depression,Kollam,Ernakulam
minoxidil topical,Hair Loss,Kollam,Aleppey
spironolactone,Acne,Thiruvananthapuram,Ernakulam
losartan,Hypertension,Malappuram,Thrissur
diphenhydramine,Cold,Kozhikode,Palakkad
eletriptan,Migraine,Wayanad,Kollam
minocycline,Acne,Ernakulam,Kannur
lidocaine topical,Gastrointestinal,Pathanamthitta,Kozhikode
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,Kannur
spironolactone,Acne,Thiruvananthapuram,Kollam
bupropion,Depression,Thiruvananthapuram,Ernakulam
eletriptan,Migraine,Wayanad,Kollam
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
lisinopril,Hypertension,Kasargod,Kannur
minocycline,Acne,Ernakulam,Kottayam
rizatriptan,Migraine,Palakkad,Thrissur
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
duloxetine,Depression,Kollam,Wayanad
chlorpheniramine,Cold,Kasargod,Kannur
alvimopan,Gastrointestinal,Kottayam,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Kollam
rizatriptan,Migraine,Palakkad,Thrissur
lidocaine topical,Gastrointestinal,Pathanamthitta,Idukki
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Thrissur
eletriptan,Migraine,Wayanad,Kollam
spironolactone,Acne,Thiruvananthapuram,Kannur
lisinopril,Hypertension,Kasargod,Wayanad
sertraline,Depression,Kozhikode,Kannur
elvitegravir,AIDS/HIV,Palakkad,Malappuram
sumatriptan,Migraine,Malappuram,Pathanamthitta
rizatriptan,Migraine,Palakkad,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,Ernakulam
minoxidil topical,Hair Loss,Kollam,Aleppey
spironolactone,Acne,Thiruvananthapuram,Ernakulam
eletriptan,Migraine,Wayanad,Kollam
alvimopan,Gastrointestinal,Kottayam,Ernakulam
diphenhydramine,Cold,Kozhikode,Palakkad
duloxetine,Depression,Kollam,Idukki
doxycycline,Acne,Pathanamthitta,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Kollam
lisinopril,Hypertension,Kasargod,Kannur
sumatriptan,Migraine,Malappuram,Idukki
elvitegravir,AIDS/HIV,Palakkad,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,Thiruvananthapuram
minoxidil topical,Hair Loss,Kollam,Aleppey
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,Ernakulam
diphenhydramine,Cold,Kozhikode,Kannur
duloxetine,Depression,Kollam,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Kannur
sumatriptan,Migraine,Malappuram,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
sertraline,Depression,Kozhikode,Ernakulam
clindamycin topical,Acne,Aleppey,Thrissur
rizatriptan,Migraine,Palakkad,Ernakulam
losartan,Hypertension,Malappuram,Thrissur
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,Kannur
diphenhydramine,Cold,Kozhikode,Palakkad
sumatriptan,Migraine,Malappuram,Ernakulam
spironolactone,Acne,Thiruvananthapuram,Kollam
triamcinolone,Hair Loss,Thiruvananthapuram,Kannur
duloxetine,Depression,Kollam,Wayanad
darunavir,AIDS/HIV,Thrissur,Palakkad
lisinopril,Hypertension,Kasargod,Kannur
eletriptan,Migraine,Wayanad,Kollam
duloxetine,Depression,Kollam,Ernakulam
elvitegravir,AIDS/HIV,Palakkad,Malappuram
sumatriptan,Migraine,Malappuram,Kozhikode
spironolactone,Acne,Thiruvananthapuram,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,Kannur
alvimopan,Gastrointestinal,Kottayam,Ernakulam
tretinoin topical,Acne,Thrissur,Palakkad
minoxidil topical,Hair Loss,Kollam,Aleppey
chlorpheniramine,Cold,Kasargod,Kannur
sumatriptan,Migraine,Malappuram,Kozhikode
losartan,Hypertension,Malappuram,Thrissur
spironolactone,Acne,Thiruvananthapuram,Idukki
eletriptan,Migraine,Wayanad,Kollam
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
elvitegravir,AIDS/HIV,Palakkad,Malappuram
rizatriptan,Migraine,Palakkad,Ernakulam
sertraline,Depression,Kozhikode,Kannur
spironolactone,Acne,Thiruvananthapuram,Kollam
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Kollam
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
elvitegravir,AIDS/HIV,Palakkad,Ernakulam
duloxetine,Depression,Kollam,Kasargod
diphenhydramine,Cold,Kozhikode,Palakkad
lisinopril,Hypertension,Kasargod,Kannur
tretinoin topical,Acne,Thrissur,Palakkad
minoxidil topical,Hair Loss,Kollam,Ernakulam
alvimopan,Gastrointestinal,Kottayam,Kannur
spironolactone,Acne,Thiruvananthapuram,Pathanamthitta
duloxetine,Depression,Kollam,Ernakulam
rizatriptan,Migraine,Palakkad,Kozhikode
elvitegravir,AIDS/HIV,Palakkad,Malappuram
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Kannur
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,Kozhikode
minoxidil topical,Hair Loss,Kollam,Aleppey
lisinopril,Hypertension,Kasargod,Wayanad
bupropion,Depression,Thiruvananthapuram,Ernakulam
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Kollam
tretinoin topical,Acne,Thrissur,Palakkad
rizatriptan,Migraine,Palakkad,Wayanad
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
diphenhydramine,Cold,Kozhikode,Palakkad
alvimopan,Gastrointestinal,Kottayam,Ernakulam
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
sertraline,Depression,Kozhikode,Kannur
darunavir,AIDS/HIV,Thrissur,Palakkad
losartan,Hypertension,Malappuram,Thrissur
minoxidil topical,Hair Loss,Kollam,Ernakulam
tretinoin topical,Acne,Thrissur,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
lisinopril,Hypertension,Kasargod,Kannur
chlorpheniramine,Cold,Kasargod,Kannur
duloxetine,Depression,Kollam,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,Ernakulam
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,Pathanamthitta
eletriptan,Migraine,Wayanad,Kannur
emtricitabine,AIDS/HIV,Aleppey,Kollam
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,Idukki
minoxidil topical,Hair Loss,Kollam,Aleppey
darunavir,AIDS/HIV,Thrissur,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
elvitegravir,AIDS/HIV,Palakkad,Malappuram
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Kannur
duloxetine,Depression,Kollam,Kannur
tretinoin topical,Acne,Thrissur,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,Ernakulam
diphenhydramine,Cold,Kozhikode,Palakkad
losartan,Hypertension,Malappuram,Thrissur
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
lidocaine topical,Gastrointestinal,Pathanamthitta,Idukki
darunavir,AIDS/HIV,Thrissur,Palakkad
eletriptan,Migraine,Wayanad,Kannur
elvitegravir,AIDS/HIV,Palakkad,Malappuram
bupropion,Depression,Thiruvananthapuram,Ernakulam
lisinopril,Hypertension,Kasargod,Kannur
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
duloxetine,Depression,Kollam,Ernakulam
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,Kozhikode
triamcinolone,Hair Loss,Thiruvananthapuram,Pathanamthitta
clindamycin topical,Acne,Aleppey,Wayanad
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,Palakkad
eletriptan,Migraine,Wayanad,Thrissur
sertraline,Depression,Kozhikode,Ernakulam
tretinoin topical,Acne,Thrissur,Palakkad
bupropion,Depression,Thiruvananthapuram,Ernakulam
lisinopril,Hypertension,Kasargod,Kannur
emtricitabine,AIDS/HIV,Aleppey,Kasargod
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
minoxidil topical,Hair Loss,Kollam,Kasargod
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,Palakkad
bupropion,Depression,Thiruvananthapuram,Thrissur
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
emtricitabine,AIDS/HIV,Aleppey,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
bupropion,Depression,Thiruvananthapuram,Thrissur
eletriptan,Migraine,Wayanad,Ernakulam
tretinoin topical,Acne,Thrissur,Palakkad
eletriptan,Migraine,Wayanad,Thrissur
elvitegravir,AIDS/HIV,Palakkad,Ernakulam
darunavir,AIDS/HIV,Thrissur,Palakkad
bupropion,Depression,Thiruvananthapuram,Ernakulam
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
emtricitabine,AIDS/HIV,Aleppey,Kannur
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
sertraline,Depression,Kozhikode,Kannur
clindamycin topical,Acne,Aleppey,Thiruvananthapuram
losartan,Hypertension,Malappuram,Thrissur
bupropion,Depression,Thiruvananthapuram,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
elvitegravir,AIDS/HIV,Palakkad,Ernakulam
sertraline,Depression,Kozhikode,Thrissur
darunavir,AIDS/HIV,Thrissur,Palakkad
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,Kozhikode
tretinoin topical,Acne,Thrissur,Ernakulam
sertraline,Depression,Kozhikode,Thrissur
losartan,Hypertension,Malappuram,Thrissur
diphenhydramine,Cold,Kozhikode,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,Idukki
sumatriptan,Migraine,Malappuram,Thrissur
bupropion,Depression,Thiruvananthapuram,Thrissur
clindamycin topical,Acne,Aleppey,Kozhikode
minoxidil topical,Hair Loss,Kollam,Idukki
lisinopril,Hypertension,Kasargod,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,Kozhikode
bupropion,Depression,Thiruvananthapuram,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
tretinoin topical,Acne,Thrissur,Ernakulam
losartan,Hypertension,Malappuram,Thrissur
sertraline,Depression,Kozhikode,Kannur
darunavir,AIDS/HIV,Thrissur,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,Kollam
triamcinolone,Hair Loss,Thiruvananthapuram,Kollam
bupropion,Depression,Thiruvananthapuram,Wayanad
clindamycin topical,Acne,Aleppey,Kozhikode
chlorpheniramine,Cold,Kasargod,Thrissur
lisinopril,Hypertension,Kasargod,Idukki
emtricitabine,AIDS/HIV,Aleppey,Wayanad
sertraline,Depression,Kozhikode,Kannur
losartan,Hypertension,Malappuram,Thiruvananthapuram
tretinoin topical,Acne,Thrissur,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Thrissur
eletriptan,Migraine,Wayanad,Ernakulam
clindamycin topical,Acne,Aleppey,Kozhikode
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,Kozhikode
triamcinolone,Hair Loss,Thiruvananthapuram,Ernakulam
diphenhydramine,Cold,Kozhikode,Kannur
lisinopril,Hypertension,Kasargod,Kannur
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,Kozhikode
chlorpheniramine,Cold,Kasargod,Thrissur
sertraline,Depression,Kozhikode,Kannur
tretinoin topical,Acne,Thrissur,Wayanad
losartan,Hypertension,Malappuram,Kollam
emtricitabine,AIDS/HIV,Aleppey,Ernakulam
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,Kozhikode
clindamycin topical,Acne,Aleppey,Wayanad
lisinopril,Hypertension,Kasargod,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,Kozhikode
doxycycline,Acne,Pathanamthitta,Idukki
lisinopril,Hypertension,Kasargod,Kannur
eletriptan,Migraine,Wayanad,Ernakulam
tretinoin topical,Acne,Thrissur,Wayanad
bupropion,Depression,Thiruvananthapuram,Ernakulam
darunavir,AIDS/HIV,Thrissur,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
sertraline,Depression,Kozhikode,Thrissur
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Kannur
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
tretinoin topical,Acne,Thrissur,Wayanad
losartan,Hypertension,Malappuram,Thrissur
minoxidil topical,Hair Loss,Kollam,Idukki
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,Thiruvananthapuram
bupropion,Depression,Thiruvananthapuram,Wayanad
darunavir,AIDS/HIV,Thrissur,Palakkad
triamcinolone,Hair Loss,Thiruvananthapuram,Ernakulam
emtricitabine,AIDS/HIV,Aleppey,Ernakulam
doxycycline,Acne,Pathanamthitta,Ernakulam
sertraline,Depression,Kozhikode,Kannur
lisinopril,Hypertension,Kasargod,Idukki
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
tretinoin topical,Acne,Thrissur,Wayanad
lidocaine viscous,Gastrointestinal,Thrissur,Kannur
chlorpheniramine,Cold,Kasargod,Kannur
doxycycline,Acne,Pathanamthitta,Ernakulam
sertraline,Depression,Kozhikode,Thrissur
losartan,Hypertension,Malappuram,Ernakulam
darunavir,AIDS/HIV,Thrissur,Palakkad
bupropion,Depression,Thiruvananthapuram,Idukki
tretinoin topical,Acne,Thrissur,Kannur
losartan,Hypertension,Malappuram,Wayanad
diphenhydramine,Cold,Kozhikode,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Wayanad
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
eletriptan,Migraine,Wayanad,Malappuram
emtricitabine,AIDS/HIV,Aleppey,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,Kannur
darunavir,AIDS/HIV,Thrissur,Kozhikode
bupropion,Depression,Thiruvananthapuram,Idukki
doxycycline,Acne,Pathanamthitta,Ernakulam
chlorpheniramine,Cold,Kasargod,Ernakulam
eletriptan,Migraine,Wayanad,Malappuram
darunavir,AIDS/HIV,Thrissur,Kozhikode
sertraline,Depression,Kozhikode,Thrissur
lidocaine viscous,Gastrointestinal,Thrissur,Palakkad
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,Ernakulam
eletriptan,Migraine,Wayanad,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,Kannur
doxycycline,Acne,Pathanamthitta,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,Palakkad
diphenhydramine,Cold,Kozhikode,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
darunavir,AIDS/HIV,Thrissur,Kozhikode
lisinopril,Hypertension,Kasargod,Kannur
bupropion,Depression,Thiruvananthapuram,Kozhikode
sumatriptan,Migraine,Malappuram,Kannur
darunavir,AIDS/HIV,Thrissur,Kasargod
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
diphenhydramine,Cold,Kozhikode,Aleppey
bupropion,Depression,Thiruvananthapuram,Kasargod
doxycycline,Acne,Pathanamthitta,Kannur
lisinopril,Hypertension,Kasargod,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,Kollam
bupropion,Depression,Thiruvananthapuram,Kannur
doxycycline,Acne,Pathanamthitta,Kasargod
lidocaine viscous,Gastrointestinal,Thrissur,Malappuram
darunavir,AIDS/HIV,Thrissur,Idukki
eletriptan,Migraine,Wayanad,Idukki
lisinopril,Hypertension,Idukki,Kannur
diphenhydramine,Cold,Kannur,Aleppey
