GENERIC NAME,SOURCE,COUNT,MONTH,DESTINATION
clindamycin topical,Aleppey,456,July,Thiruvananthapuram
minoxidil topical,Kollam,6,July,Kasargod
lidocaine topical,Pathanamthitta,65,May,Thiruvananthapuram
darunavir,Thrissur,321,June,Palakkad
bupropion,Thiruvananthapuram,32,October,Thrissur
lidocaine viscous,Thrissur,87,May,Malappuram
emtricitabine,Aleppey,213,December,Thiruvananthapuram
sumatriptan,Malappuram,987,July,Thiruvananthapuram
bupropion,Thiruvananthapuram,64,January,Thrissur
eletriptan,Wayanad,6,February,Ernakulam
tretinoin topical,Thrissur,654,December,Palakkad
eletriptan,Wayanad,7,June,Thrissur
elvitegravir,Palakkad,13,February,Ernakulam
darunavir,Thrissur,120,July,Palakkad
bupropion,Thiruvananthapuram,654,September,Ernakulam
triamcinolone,Thiruvananthapuram,32,February,Kollam
emtricitabine,Aleppey,32,November,Kannur
lidocaine topical,Pathanamthitta,654,April,Thiruvananthapuram
sertraline,Kozhikode,32,August,Kannur
clindamycin topical,Aleppey,897,August,Thiruvananthapuram
losartan,Malappuram,54,September,Thrissur
bupropion,Thiruvananthapuram,32,October,Ernakulam
lidocaine viscous,Thrissur,654,June,Malappuram
elvitegravir,Palakkad,235,January,Ernakulam
sertraline,Kozhikode,65,February,Thrissur
darunavir,Thrissur,210,August,Palakkad
sumatriptan,Malappuram,98,June,Thiruvananthapuram
triamcinolone,Thiruvananthapuram,62,September,Kozhikode
tretinoin topical,Thrissur,75,July,Ernakulam
sertraline,Kozhikode,65,April,Thrissur
losartan,Malappuram,654,October,Thrissur
diphenhydramine,Kozhikode,321,November,Palakkad
lidocaine topical,Pathanamthitta,654,March,Thiruvananthapuram
emtricitabine,Aleppey,21,September,Idukki
sumatriptan,Malappuram,5,October,Thrissur
bupropion,Thiruvananthapuram,54,July,Thrissur
clindamycin topical,Aleppey,12,June,Kozhikode
minoxidil topical,Kollam,21,December,Idukki
lisinopril,Kasargod,21,January,Thiruvananthapuram
darunavir,Thrissur,21,May,Kozhikode
bupropion,Thiruvananthapuram,65,November,Ernakulam
lidocaine topical,Pathanamthitta,549,February,Thiruvananthapuram
tretinoin topical,Thrissur,45,September,Ernakulam
losartan,Malappuram,41,November,Thrissur
sertraline,Kozhikode,65,September,Kannur
darunavir,Thrissur,321,September,Palakkad
lidocaine viscous,Thrissur,6,December,Kollam
triamcinolone,Thiruvananthapuram,36,January,Kollam
bupropion,Thiruvananthapuram,32,January,Wayanad
clindamycin topical,Aleppey,548,August,Kozhikode
chlorpheniramine,Kasargod,32,March,Thrissur
lisinopril,Kasargod,2,January,Idukki
emtricitabine,Aleppey,20,December,Wayanad
sertraline,Kozhikode,22,October,Kannur
losartan,Malappuram,6,July,Thiruvananthapuram
tretinoin topical,Thrissur,11,January,Wayanad
lidocaine topical,Pathanamthitta,54,January,Thiruvananthapuram
chlorpheniramine,Kasargod,32,February,Thrissur
eletriptan,Wayanad,6,September,Ernakulam
clindamycin topical,Aleppey,120,September,Kozhikode
sumatriptan,Malappuram,65,May,Thiruvananthapuram
darunavir,Thrissur,21,April,Kozhikode
triamcinolone,Thiruvananthapuram,65,January,Ernakulam
diphenhydramine,Kozhikode,32,February,Kannur
lisinopril,Kasargod,65,March,Kannur
doxycycline,Pathanamthitta,478,June,Thiruvananthapuram
lidocaine viscous,Thrissur,7,December,Kozhikode
chlorpheniramine,Kasargod,65,January,Thrissur
sertraline,Kozhikode,32,November,Kannur
tretinoin topical,Thrissur,12,March,Wayanad
losartan,Malappuram,64,February,Kollam
emtricitabine,Aleppey,65,May,Ernakulam
sumatriptan,Malappuram,65,April,Thiruvananthapuram
diphenhydramine,Kozhikode,32,December,Ernakulam
lidocaine viscous,Thrissur,54,January,Kozhikode
clindamycin topical,Aleppey,32,September,Wayanad
lisinopril,Kasargod,21,July,Thiruvananthapuram
chlorpheniramine,Kasargod,21,January,Kannur
triamcinolone,Thiruvananthapuram,65,March,Kozhikode
doxycycline,Pathanamthitta,12,November,Idukki
lisinopril,Kasargod,654,January,Kannur
eletriptan,Wayanad,6,June,Ernakulam
tretinoin topical,Thrissur,75,May,Wayanad
bupropion,Thiruvananthapuram,36,December,Ernakulam
darunavir,Thrissur,321,October,Palakkad
lidocaine viscous,Thrissur,321,July,Malappuram
sertraline,Kozhikode,65,August,Thrissur
doxycycline,Pathanamthitta,879,May,Thiruvananthapuram
chlorpheniramine,Kasargod,21,December,Kannur
sumatriptan,Malappuram,987,March,Thiruvananthapuram
emtricitabine,Aleppey,65,April,Ernakulam
lidocaine viscous,Thrissur,654,August,Malappuram
tretinoin topical,Thrissur,57,July,Wayanad
losartan,Malappuram,544,December,Thrissur
minoxidil topical,Kollam,20,February,Idukki
doxycycline,Pathanamthitta,465,April,Thiruvananthapuram
diphenhydramine,Kozhikode,60,July,Thiruvananthapuram
bupropion,Thiruvananthapuram,65,December,Wayanad
darunavir,Thrissur,32,November,Palakkad
triamcinolone,Thiruvananthapuram,65,December,Ernakulam
emtricitabine,Aleppey,65,March,Ernakulam
doxycycline,Pathanamthitta,12,April,Ernakulam
sertraline,Kozhikode,32,December,Kannur
lisinopril,Kasargod,31,February,Idukki
lidocaine viscous,Thrissur,65,September,Malappuram
tretinoin topical,Thrissur,45,September,Wayanad
lidocaine viscous,Thrissur,5,February,Kannur
chlorpheniramine,Kasargod,35,December,Kannur
doxycycline,Pathanamthitta,120,March,Ernakulam
sertraline,Kozhikode,65,November,Thrissur
losartan,Malappuram,5,January,Ernakulam
darunavir,Thrissur,210,December,Palakkad
bupropion,Thiruvananthapuram,65,January,Idukki
tretinoin topical,Thrissur,75,August,Kannur
losartan,Malappuram,64,December,Wayanad
diphenhydramine,Kozhikode,32,March,Thiruvananthapuram
sumatriptan,Malappuram,5,April,Wayanad
doxycycline,Pathanamthitta,789,March,Thiruvananthapuram
eletriptan,Wayanad,55,April,Malappuram
emtricitabine,Aleppey,32,February,Ernakulam
lidocaine viscous,Thrissur,6,July,Kannur
darunavir,Thrissur,32,March,Kozhikode
bupropion,Thiruvananthapuram,65,July,Idukki
doxycycline,Pathanamthitta,123,November,Ernakulam
chlorpheniramine,Kasargod,54,July,Ernakulam
eletriptan,Wayanad,2,May,Malappuram
darunavir,Thrissur,21,February,Kozhikode
sertraline,Kozhikode,65,December,Thrissur
lidocaine viscous,Thrissur,77,January,Palakkad
doxycycline,Pathanamthitta,789,February,Thiruvananthapuram
sumatriptan,Malappuram,987,February,Thiruvananthapuram
emtricitabine,Aleppey,21,January,Ernakulam
eletriptan,Wayanad,5,December,Thiruvananthapuram
chlorpheniramine,Kasargod,34,July,Kannur
doxycycline,Pathanamthitta,658,August,Thiruvananthapuram
lidocaine viscous,Thrissur,65,December,Palakkad
diphenhydramine,Kozhikode,32,January,Thiruvananthapuram
lidocaine viscous,Thrissur,340,December,Malappuram
darunavir,Thrissur,21,January,Kozhikode
lisinopril,Kasargod,645,February,Kannur
bupropion,Thiruvananthapuram,52,December,Kozhikode
sumatriptan,Malappuram,5,September,Kannur
darunavir,Thrissur,32,June,Kasargod
lidocaine viscous,Thrissur,972,November,Malappuram
diphenhydramine,Kozhikode,32,December,Aleppey
bupropion,Thiruvananthapuram,65,July,Kasargod
doxycycline,Pathanamthitta,45,September,Kannur
lisinopril,Kasargod,31,November,Thiruvananthapuram
diphenhydramine,Kozhikode,32,January,Kollam
bupropion,Thiruvananthapuram,64,March,Kannur
doxycycline,Pathanamthitta,12,January,Kasargod
lidocaine viscous,Thrissur,621,October,Malappuram
darunavir,Thrissur,32,December,Idukki
eletriptan,Wayanad,10,June,Idukki
lisinopril,Idukki,645,February,Kannur
diphenhydramine,Kannur,32,December,Aleppey
