GENERIC NAME,CONDITION,SOURCE,COUNT,MONTH,DESTINATION
sumatriptan,Migraine,Malappuram,65,December,Thiruvananthapuram
sertraline,Depression,Kozhikode,354,July,Kannur
darunavir,AIDS/HIV,Thrissur,654,February,Palakkad
losartan,Hypertension,Malappuram,64,July,Thrissur
minoxidil topical,Hair Loss,Kollam,54,January,Ernakulam
tretinoin topical,Acne,Thrissur,478,September,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,65,March,Malappuram
lisinopril,Hypertension,Kasargod,546,June,Kannur
chlorpheniramine,Cold,Kasargod,245,October,Kannur
duloxetine,Depression,Kollam,654,February,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,7,February,Ernakulam
doxycycline,Acne,Pathanamthitta,789,July,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,51,December,Pathanamthitta
eletriptan,Migraine,Wayanad,64,January,Kannur
emtricitabine,AIDS/HIV,Aleppey,21,December,Kollam
sumatriptan,Migraine,Malappuram,65,November,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,987,May,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,16,September,Idukki
minoxidil topical,Hair Loss,Kollam,431,December,Aleppey
darunavir,AIDS/HIV,Thrissur,214,March,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,564,July,Thiruvananthapuram
elvitegravir,AIDS/HIV,Palakkad,564,November,Malappuram
sumatriptan,Migraine,Malappuram,65,October,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,321,November,Kannur
duloxetine,Depression,Kollam,65,July,Kannur
tretinoin topical,Acne,Thrissur,987,October,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,6,January,Ernakulam
diphenhydramine,Cold,Kozhikode,32,October,Palakkad
losartan,Hypertension,Malappuram,54,August,Thrissur
emtricitabine,AIDS/HIV,Aleppey,362,October,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,65,March,Kollam
lidocaine topical,Gastrointestinal,Pathanamthitta,2,January,Idukki
darunavir,AIDS/HIV,Thrissur,547,April,Palakkad
eletriptan,Migraine,Wayanad,321,February,Kannur
elvitegravir,AIDS/HIV,Palakkad,356,December,Malappuram
bupropion,Depression,Thiruvananthapuram,32,July,Ernakulam
lisinopril,Hypertension,Kasargod,54,May,Kannur
clindamycin topical,Acne,Aleppey,698,June,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,7,April,Malappuram
duloxetine,Depression,Kollam,654,January,Ernakulam
emtricitabine,AIDS/HIV,Aleppey,325,November,Thiruvananthapuram
lidocaine topical,Gastrointestinal,Pathanamthitta,987,June,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,32,May,Kozhikode
triamcinolone,Hair Loss,Thiruvananthapuram,654,February,Pathanamthitta
clindamycin topical,Acne,Aleppey,120,March,Wayanad
sumatriptan,Migraine,Malappuram,65,September,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,321,May,Palakkad
eletriptan,Migraine,Wayanad,5,December,Thrissur
sertraline,Depression,Kozhikode,32,January,Ernakulam
tretinoin topical,Acne,Thrissur,214,November,Palakkad
bupropion,Depression,Thiruvananthapuram,65,August,Ernakulam
lisinopril,Hypertension,Kasargod,123,April,Kannur
emtricitabine,AIDS/HIV,Aleppey,65,October,Kasargod
sumatriptan,Migraine,Malappuram,982,August,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,456,July,Thiruvananthapuram
minoxidil topical,Hair Loss,Kollam,6,July,Kasargod
lidocaine topical,Gastrointestinal,Pathanamthitta,65,May,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,321,June,Palakkad
bupropion,Depression,Thiruvananthapuram,32,October,Thrissur
lidocaine viscous,Gastrointestinal,Thrissur,87,May,Malappuram
emtricitabine,AIDS/HIV,Aleppey,213,December,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,987,July,Thiruvananthapuram
bupropion,Depression,Thiruvananthapuram,64,January,Thrissur
eletriptan,Migraine,Wayanad,6,February,Ernakulam
tretinoin topical,Acne,Thrissur,654,December,Palakkad
eletriptan,Migraine,Wayanad,7,June,Thrissur
elvitegravir,AIDS/HIV,Palakkad,13,February,Ernakulam
darunavir,AIDS/HIV,Thrissur,120,July,Palakkad
bupropion,Depression,Thiruvananthapuram,654,September,Ernakulam
triamcinolone,Hair Loss,Thiruvananthapuram,32,February,Kollam
emtricitabine,AIDS/HIV,Aleppey,32,November,Kannur
lidocaine topical,Gastrointestinal,Pathanamthitta,654,April,Thiruvananthapuram
sertraline,Depression,Kozhikode,32,August,Kannur
clindamycin topical,Acne,Aleppey,897,August,Thiruvananthapuram
losartan,Hypertension,Malappuram,54,September,Thrissur
bupropion,Depression,Thiruvananthapuram,32,October,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,654,June,Malappuram
elvitegravir,AIDS/HIV,Palakkad,235,January,Ernakulam
sertraline,Depression,Kozhikode,65,February,Thrissur
darunavir,AIDS/HIV,Thrissur,210,August,Palakkad
sumatriptan,Migraine,Malappuram,98,June,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,62,September,Kozhikode
tretinoin topical,Acne,Thrissur,75,July,Ernakulam
sertraline,Depression,Kozhikode,65,April,Thrissur
losartan,Hypertension,Malappuram,654,October,Thrissur
diphenhydramine,Cold,Kozhikode,321,November,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,654,March,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,21,September,Idukki
sumatriptan,Migraine,Malappuram,5,October,Thrissur
bupropion,Depression,Thiruvananthapuram,54,July,Thrissur
clindamycin topical,Acne,Aleppey,12,June,Kozhikode
minoxidil topical,Hair Loss,Kollam,21,December,Idukki
lisinopril,Hypertension,Kasargod,21,January,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,21,May,Kozhikode
bupropion,Depression,Thiruvananthapuram,65,November,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,549,February,Thiruvananthapuram
tretinoin topical,Acne,Thrissur,45,September,Ernakulam
losartan,Hypertension,Malappuram,41,November,Thrissur
sertraline,Depression,Kozhikode,65,September,Kannur
darunavir,AIDS/HIV,Thrissur,321,September,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,6,December,Kollam
triamcinolone,Hair Loss,Thiruvananthapuram,36,January,Kollam
bupropion,Depression,Thiruvananthapuram,32,January,Wayanad
clindamycin topical,Acne,Aleppey,548,August,Kozhikode
chlorpheniramine,Cold,Kasargod,32,March,Thrissur
lisinopril,Hypertension,Kasargod,2,January,Idukki
emtricitabine,AIDS/HIV,Aleppey,20,December,Wayanad
sertraline,Depression,Kozhikode,22,October,Kannur
losartan,Hypertension,Malappuram,6,July,Thiruvananthapuram
tretinoin topical,Acne,Thrissur,11,January,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,54,January,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,32,February,Thrissur
eletriptan,Migraine,Wayanad,6,September,Ernakulam
clindamycin topical,Acne,Aleppey,120,September,Kozhikode
sumatriptan,Migraine,Malappuram,65,May,Thiruvananthapuram
darunavir,AIDS/HIV,Thrissur,21,April,Kozhikode
triamcinolone,Hair Loss,Thiruvananthapuram,65,January,Ernakulam
diphenhydramine,Cold,Kozhikode,32,February,Kannur
lisinopril,Hypertension,Kasargod,65,March,Kannur
doxycycline,Acne,Pathanamthitta,478,June,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,7,December,Kozhikode
chlorpheniramine,Cold,Kasargod,65,January,Thrissur
sertraline,Depression,Kozhikode,32,November,Kannur
tretinoin topical,Acne,Thrissur,12,March,Wayanad
losartan,Hypertension,Malappuram,64,February,Kollam
emtricitabine,AIDS/HIV,Aleppey,65,May,Ernakulam
sumatriptan,Migraine,Malappuram,65,April,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,32,December,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,54,January,Kozhikode
clindamycin topical,Acne,Aleppey,32,September,Wayanad
lisinopril,Hypertension,Kasargod,21,July,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,21,January,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,65,March,Kozhikode
doxycycline,Acne,Pathanamthitta,12,November,Idukki
lisinopril,Hypertension,Kasargod,654,January,Kannur
eletriptan,Migraine,Wayanad,6,June,Ernakulam
tretinoin topical,Acne,Thrissur,75,May,Wayanad
bupropion,Depression,Thiruvananthapuram,36,December,Ernakulam
darunavir,AIDS/HIV,Thrissur,321,October,Palakkad
lidocaine viscous,Gastrointestinal,Thrissur,321,July,Malappuram
sertraline,Depression,Kozhikode,65,August,Thrissur
doxycycline,Acne,Pathanamthitta,879,May,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,21,December,Kannur
sumatriptan,Migraine,Malappuram,987,March,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,65,April,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,654,August,Malappuram
tretinoin topical,Acne,Thrissur,57,July,Wayanad
losartan,Hypertension,Malappuram,544,December,Thrissur
minoxidil topical,Hair Loss,Kollam,20,February,Idukki
doxycycline,Acne,Pathanamthitta,465,April,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,60,July,Thiruvananthapuram
bupropion,Depression,Thiruvananthapuram,65,December,Wayanad
darunavir,AIDS/HIV,Thrissur,32,November,Palakkad
triamcinolone,Hair Loss,Thiruvananthapuram,65,December,Ernakulam
emtricitabine,AIDS/HIV,Aleppey,65,March,Ernakulam
doxycycline,Acne,Pathanamthitta,12,April,Ernakulam
sertraline,Depression,Kozhikode,32,December,Kannur
lisinopril,Hypertension,Kasargod,31,February,Idukki
lidocaine viscous,Gastrointestinal,Thrissur,65,September,Malappuram
tretinoin topical,Acne,Thrissur,45,September,Wayanad
lidocaine viscous,Gastrointestinal,Thrissur,5,February,Kannur
chlorpheniramine,Cold,Kasargod,35,December,Kannur
doxycycline,Acne,Pathanamthitta,120,March,Ernakulam
sertraline,Depression,Kozhikode,65,November,Thrissur
losartan,Hypertension,Malappuram,5,January,Ernakulam
darunavir,AIDS/HIV,Thrissur,210,December,Palakkad
bupropion,Depression,Thiruvananthapuram,65,January,Idukki
tretinoin topical,Acne,Thrissur,75,August,Kannur
losartan,Hypertension,Malappuram,64,December,Wayanad
diphenhydramine,Cold,Kozhikode,32,March,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,5,April,Wayanad
doxycycline,Acne,Pathanamthitta,789,March,Thiruvananthapuram
eletriptan,Migraine,Wayanad,55,April,Malappuram
emtricitabine,AIDS/HIV,Aleppey,32,February,Ernakulam
lidocaine viscous,Gastrointestinal,Thrissur,6,July,Kannur
darunavir,AIDS/HIV,Thrissur,32,March,Kozhikode
bupropion,Depression,Thiruvananthapuram,65,July,Idukki
doxycycline,Acne,Pathanamthitta,123,November,Ernakulam
chlorpheniramine,Cold,Kasargod,54,July,Ernakulam
eletriptan,Migraine,Wayanad,2,May,Malappuram
darunavir,AIDS/HIV,Thrissur,21,February,Kozhikode
sertraline,Depression,Kozhikode,65,December,Thrissur
lidocaine viscous,Gastrointestinal,Thrissur,77,January,Palakkad
doxycycline,Acne,Pathanamthitta,789,February,Thiruvananthapuram
sumatriptan,Migraine,Malappuram,987,February,Thiruvananthapuram
emtricitabine,AIDS/HIV,Aleppey,21,January,Ernakulam
eletriptan,Migraine,Wayanad,5,December,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,34,July,Kannur
doxycycline,Acne,Pathanamthitta,658,August,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,65,December,Palakkad
diphenhydramine,Cold,Kozhikode,32,January,Thiruvananthapuram
lidocaine viscous,Gastrointestinal,Thrissur,340,December,Malappuram
darunavir,AIDS/HIV,Thrissur,21,January,Kozhikode
lisinopril,Hypertension,Kasargod,645,February,Kannur
bupropion,Depression,Thiruvananthapuram,52,December,Kozhikode
sumatriptan,Migraine,Malappuram,5,September,Kannur
darunavir,AIDS/HIV,Thrissur,32,June,Kasargod
lidocaine viscous,Gastrointestinal,Thrissur,972,November,Malappuram
diphenhydramine,Cold,Kozhikode,32,December,Aleppey
bupropion,Depression,Thiruvananthapuram,65,July,Kasargod
doxycycline,Acne,Pathanamthitta,45,September,Kannur
lisinopril,Hypertension,Kasargod,31,November,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,32,January,Kollam
bupropion,Depression,Thiruvananthapuram,64,March,Kannur
doxycycline,Acne,Pathanamthitta,12,January,Kasargod
lidocaine viscous,Gastrointestinal,Thrissur,621,October,Malappuram
darunavir,AIDS/HIV,Thrissur,32,December,Idukki
eletriptan,Migraine,Wayanad,10,June,Idukki
minocycline,Acne,Ernakulam,987,February,Idukki
sertraline,Depression,Kozhikode,365,January,Kannur
lisinopril,Hypertension,Kasargod,54,December,Ernakulam
elvitegravir,AIDS/HIV,Palakkad,32,April,Kasargod
triamcinolone,Hair Loss,Thiruvananthapuram,65,December,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,65,February,Kasargod
emtricitabine,AIDS/HIV,Aleppey,789,January,Thiruvananthapuram
lisinopril,Hypertension,Kasargod,5,March,Thrissur
bupropion,Depression,Thiruvananthapuram,654,January,Ernakulam
diphenhydramine,Cold,Kozhikode,320,December,Palakkad
minoxidil topical,Hair Loss,Kollam,654,January,Aleppey
spironolactone,Acne,Thiruvananthapuram,500,January,Kollam
alvimopan,Gastrointestinal,Kottayam,741,December,Ernakulam
sertraline,Depression,Kozhikode,65,September,Wayanad
chlorpheniramine,Cold,Kasargod,654,January,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,654,December,Kollam
elvitegravir,AIDS/HIV,Palakkad,797,January,Malappuram
lidocaine topical,Gastrointestinal,Pathanamthitta,32,October,Kasargod
duloxetine,Depression,Kollam,65,December,Ernakulam
minoxidil topical,Hair Loss,Kollam,6,December,Kasargod
emtricitabine,AIDS/HIV,Aleppey,987,February,Thiruvananthapuram
lisinopril,Hypertension,Kasargod,6,January,Ernakulam
minoxidil topical,Hair Loss,Kollam,654,February,Aleppey
bupropion,Depression,Thiruvananthapuram,32,December,Thrissur
spironolactone,Acne,Thiruvananthapuram,125,January,Aleppey
rizatriptan,Migraine,Palakkad,654,January,Kannur
elvitegravir,AIDS/HIV,Palakkad,25,November,Kozhikode
alvimopan,Gastrointestinal,Kottayam,98,January,Ernakulam
chlorpheniramine,Cold,Kasargod,32,December,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,65,February,Kannur
sertraline,Depression,Kozhikode,321,February,Kannur
eletriptan,Migraine,Wayanad,54,January,Kollam
emtricitabine,AIDS/HIV,Aleppey,987,March,Thiruvananthapuram
lidocaine topical,Gastrointestinal,Pathanamthitta,25,January,Wayanad
chlorpheniramine,Cold,Kasargod,321,February,Kannur
lisinopril,Hypertension,Kasargod,412,December,Kannur
tretinoin topical,Acne,Thrissur,987,January,Palakkad
alvimopan,Gastrointestinal,Kottayam,5,June,Idukki
diphenhydramine,Cold,Kozhikode,546,January,Palakkad
duloxetine,Depression,Kollam,32,March,Thrissur
rizatriptan,Migraine,Palakkad,65,March,Kannur
elvitegravir,AIDS/HIV,Palakkad,587,February,Malappuram
lisinopril,Hypertension,Kasargod,5,December,Thrissur
chlorpheniramine,Cold,Kasargod,32,February,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,654,February,Ernakulam
triamcinolone,Hair Loss,Thiruvananthapuram,62,November,Kollam
spironolactone,Acne,Thiruvananthapuram,58,February,Aleppey
sertraline,Depression,Kozhikode,54,March,Kannur
eletriptan,Migraine,Wayanad,65,February,Kollam
elvitegravir,AIDS/HIV,Palakkad,458,March,Malappuram
lidocaine viscous,Gastrointestinal,Thrissur,654,January,Malappuram
diphenhydramine,Cold,Kozhikode,32,February,Palakkad
rizatriptan,Migraine,Palakkad,652,April,Kannur
minoxidil topical,Hair Loss,Kollam,5,December,Kannur
minocycline,Acne,Ernakulam,654,January,Idukki
duloxetine,Depression,Kollam,321,November,Ernakulam
losartan,Hypertension,Malappuram,544,January,Thrissur
chlorpheniramine,Cold,Kasargod,32,January,Palakkad
spironolactone,Acne,Thiruvananthapuram,537,February,Kollam
chlorpheniramine,Cold,Kasargod,21,March,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,65,December,Wayanad
elvitegravir,AIDS/HIV,Palakkad,12,September,Kollam
alvimopan,Gastrointestinal,Kottayam,54,June,Thiruvananthapuram
lisinopril,Hypertension,Kasargod,2,December,Pathanamthitta
spironolactone,Acne,Thiruvananthapuram,25,February,Wayanad
lidocaine viscous,Gastrointestinal,Thrissur,55,August,Thiruvananthapuram
minocycline,Acne,Ernakulam,879,March,Idukki
chlorpheniramine,Cold,Kasargod,25,April,Kannur
rizatriptan,Migraine,Palakkad,655,May,Kannur
minoxidil topical,Hair Loss,Kollam,65,March,Aleppey
emtricitabine,AIDS/HIV,Aleppey,987,April,Thiruvananthapuram
lidocaine topical,Gastrointestinal,Pathanamthitta,6,December,Wayanad
triamcinolone,Hair Loss,Thiruvananthapuram,321,October,Kollam
spironolactone,Acne,Thiruvananthapuram,123,March,Aleppey
diphenhydramine,Cold,Kozhikode,564,March,Palakkad
alvimopan,Gastrointestinal,Kottayam,321,March,Ernakulam
tretinoin topical,Acne,Thrissur,897,February,Palakkad
losartan,Hypertension,Malappuram,,July,Idukki
duloxetine,Depression,Kollam,23,May,Thrissur
elvitegravir,AIDS/HIV,Palakkad,879,April,Malappuram
rizatriptan,Migraine,Palakkad,987,June,Kannur
duloxetine,Depression,Kollam,321,October,Ernakulam
minocycline,Acne,Ernakulam,548,April,Idukki
lidocaine topical,Gastrointestinal,Pathanamthitta,6,December,Palakkad
spironolactone,Acne,Thiruvananthapuram,65,March,Wayanad
eletriptan,Migraine,Wayanad,654,March,Kollam
chlorpheniramine,Cold,Kasargod,32,December,Palakkad
alvimopan,Gastrointestinal,Kottayam,21,January,Kollam
minocycline,Acne,Ernakulam,879,May,Idukki
minoxidil topical,Hair Loss,Kollam,65,April,Aleppey
duloxetine,Depression,Kollam,32,July,Thrissur
eletriptan,Migraine,Wayanad,987,April,Kollam
tretinoin topical,Acne,Thrissur,984,March,Palakkad
rizatriptan,Migraine,Palakkad,987,July,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,64,March,Kasargod
minocycline,Acne,Ernakulam,987,June,Idukki
lisinopril,Hypertension,Kasargod,3,February,Pathanamthitta
diphenhydramine,Cold,Kozhikode,32,December,Ernakulam
bupropion,Depression,Thiruvananthapuram,65,February,Ernakulam
spironolactone,Acne,Thiruvananthapuram,124,April,Aleppey
minoxidil topical,Hair Loss,Kollam,30,July,Kozhikode
doxycycline,Acne,Pathanamthitta,879,January,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,654,April,Ernakulam
minocycline,Acne,Ernakulam,988,July,Idukki
sertraline,Depression,Kozhikode,23,December,Kollam
chlorpheniramine,Cold,Kasargod,321,May,Kannur
losartan,Hypertension,Malappuram,32,February,Thrissur
spironolactone,Acne,Thiruvananthapuram,897,March,Kollam
rizatriptan,Migraine,Palakkad,64,August,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,321,September,Kollam
duloxetine,Depression,Kollam,325,September,Ernakulam
minocycline,Acne,Ernakulam,879,August,Idukki
minoxidil topical,Hair Loss,Kollam,657,May,Aleppey
spironolactone,Acne,Thiruvananthapuram,23,April,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,6,July,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,54,December,Kasargod
tretinoin topical,Acne,Thrissur,50,April,Kottayam
lisinopril,Hypertension,Kasargod,21,December,Kollam
duloxetine,Depression,Kollam,321,August,Ernakulam
spironolactone,Acne,Thiruvananthapuram,15,August,Kottayam
eletriptan,Migraine,Wayanad,958,May,Kollam
minocycline,Acne,Ernakulam,987,September,Idukki
minoxidil topical,Hair Loss,Kollam,54,November,Kozhikode
spironolactone,Acne,Thiruvananthapuram,458,April,Kollam
alvimopan,Gastrointestinal,Kottayam,5,February,Kottayam
triamcinolone,Hair Loss,Thiruvananthapuram,65,November,Kannur
bupropion,Depression,Thiruvananthapuram,654,March,Ernakulam
minocycline,Acne,Ernakulam,677,October,Idukki
rizatriptan,Migraine,Palakkad,65,September,Kannur
spironolactone,Acne,Thiruvananthapuram,45,April,Kannur
elvitegravir,AIDS/HIV,Palakkad,587,May,Malappuram
alvimopan,Gastrointestinal,Kottayam,67,May,Ernakulam
diphenhydramine,Cold,Kozhikode,654,April,Palakkad
losartan,Hypertension,Malappuram,654,March,Thrissur
tretinoin topical,Acne,Thrissur,897,April,Palakkad
minoxidil topical,Hair Loss,Kollam,65,June,Aleppey
eletriptan,Migraine,Wayanad,65,june,Kollam
duloxetine,Depression,Kollam,321,August,Thrissur
minocycline,Acne,Ernakulam,654,November,Idukki
elvitegravir,AIDS/HIV,Palakkad,23,August,Thiruvananthapuram
lidocaine topical,Gastrointestinal,Pathanamthitta,7,February,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,34,August,Kollam
diphenhydramine,Cold,Kozhikode,32,March,Ernakulam
alvimopan,Gastrointestinal,Kottayam,21,December,Pathanamthitta
spironolactone,Acne,Thiruvananthapuram,784,May,Kollam
bupropion,Depression,Thiruvananthapuram,65,November,Thrissur
lisinopril,Hypertension,Kasargod,657,November,Kannur
rizatriptan,Migraine,Palakkad,120,October,Kannur
tretinoin topical,Acne,Thrissur,698,May,Palakkad
lidocaine topical,Gastrointestinal,Pathanamthitta,65,January,Kozhikode
minocycline,Acne,Ernakulam,547,December,Idukki
elvitegravir,AIDS/HIV,Palakkad,32,July,Kannur
duloxetine,Depression,Kollam,321,July,Ernakulam
spironolactone,Acne,Thiruvananthapuram,65,May,Aleppey
minoxidil topical,Hair Loss,Kollam,66,August,Ernakulam
bupropion,Depression,Thiruvananthapuram,32,December,Kozhikode
clindamycin topical,Acne,Aleppey,987,January,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,654,June,Ernakulam
bupropion,Depression,Thiruvananthapuram,65,April,Ernakulam
spironolactone,Acne,Thiruvananthapuram,854,June,Kollam
losartan,Hypertension,Malappuram,64,December,Palakkad
elvitegravir,AIDS/HIV,Palakkad,987,June,Malappuram
duloxetine,Depression,Kollam,65,September,Thrissur
clindamycin topical,Acne,Aleppey,65,January,Kollam
lisinopril,Hypertension,Kasargod,6,February,Kollam
minocycline,Acne,Ernakulam,45,January,Palakkad
chlorpheniramine,Cold,Kasargod,321,June,Kannur
triamcinolone,Hair Loss,Thiruvananthapuram,328,July,Kollam
sertraline,Depression,Kozhikode,654,April,Kannur
spironolactone,Acne,Thiruvananthapuram,658,July,Kollam
rizatriptan,Migraine,Palakkad,65,November,Kannur
minocycline,Acne,Ernakulam,65,September,Palakkad
alvimopan,Gastrointestinal,Kottayam,5,January,Pathanamthitta
elvitegravir,AIDS/HIV,Palakkad,32,April,Thiruvananthapuram
duloxetine,Depression,Kollam,32,June,Ernakulam
minoxidil topical,Hair Loss,Kollam,65,July,Aleppey
spironolactone,Acne,Thiruvananthapuram,56,March,Ernakulam
losartan,Hypertension,Malappuram,65,April,Thrissur
diphenhydramine,Cold,Kozhikode,32,May,Palakkad
eletriptan,Migraine,Wayanad,32,July,Kollam
minocycline,Acne,Ernakulam,23,September,Kannur
lidocaine topical,Gastrointestinal,Pathanamthitta,5,July,Kozhikode
emtricitabine,AIDS/HIV,Aleppey,365,May,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,65,December,Kannur
spironolactone,Acne,Thiruvananthapuram,547,August,Kollam
bupropion,Depression,Thiruvananthapuram,65,May,Ernakulam
eletriptan,Migraine,Wayanad,320,August,Kollam
emtricitabine,AIDS/HIV,Aleppey,654,June,Thiruvananthapuram
lisinopril,Hypertension,Kasargod,564,October,Kannur
minocycline,Acne,Ernakulam,12,September,Kottayam
rizatriptan,Migraine,Palakkad,5,January,Thrissur
clindamycin topical,Acne,Aleppey,789,September,Thiruvananthapuram
triamcinolone,Hair Loss,Thiruvananthapuram,368,June,Kollam
duloxetine,Depression,Kollam,32,January,Wayanad
chlorpheniramine,Cold,Kasargod,350,July,Kannur
alvimopan,Gastrointestinal,Kottayam,654,July,Ernakulam
spironolactone,Acne,Thiruvananthapuram,548,September,Kollam
rizatriptan,Migraine,Palakkad,6,February,Thrissur
lidocaine topical,Gastrointestinal,Pathanamthitta,9,October,Idukki
clindamycin topical,Acne,Aleppey,897,January,Thiruvananthapuram
chlorpheniramine,Cold,Kasargod,32,December,Thrissur
eletriptan,Migraine,Wayanad,65,September,Kollam
spironolactone,Acne,Thiruvananthapuram,54,December,Kannur
lisinopril,Hypertension,Kasargod,25,January,Wayanad
sertraline,Depression,Kozhikode,65,May,Kannur
elvitegravir,AIDS/HIV,Palakkad,987,July,Malappuram
sumatriptan,Migraine,Malappuram,5,September,Pathanamthitta
rizatriptan,Migraine,Palakkad,5,February,Thiruvananthapuram
clindamycin topical,Acne,Aleppey,12,January,Ernakulam
minoxidil topical,Hair Loss,Kollam,674,August,Aleppey
spironolactone,Acne,Thiruvananthapuram,44,September,Ernakulam
eletriptan,Migraine,Wayanad,320,October,Kollam
alvimopan,Gastrointestinal,Kottayam,32,August,Ernakulam
diphenhydramine,Cold,Kozhikode,321,June,Palakkad
duloxetine,Depression,Kollam,65,September,Idukki
doxycycline,Acne,Pathanamthitta,10,February,Wayanad
lidocaine topical,Gastrointestinal,Pathanamthitta,6,October,Ernakulam
spironolactone,Acne,Thiruvananthapuram,857,October,Kollam
lisinopril,Hypertension,Kasargod,54,September,Kannur
sumatriptan,Migraine,Malappuram,5,December,Idukki
elvitegravir,AIDS/HIV,Palakkad,21,March,Thiruvananthapuram
rizatriptan,Migraine,Palakkad,65,December,Thiruvananthapuram
minoxidil topical,Hair Loss,Kollam,547,September,Aleppey
clindamycin topical,Acne,Aleppey,789,February,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,31,September,Ernakulam
diphenhydramine,Cold,Kozhikode,324,June,Kannur
duloxetine,Depression,Kollam,32,May,Ernakulam
spironolactone,Acne,Thiruvananthapuram,54,October,Kannur
sumatriptan,Migraine,Malappuram,5,January,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,64,December,Thiruvananthapuram
sertraline,Depression,Kozhikode,32,December,Ernakulam
clindamycin topical,Acne,Aleppey,21,July,Thrissur
rizatriptan,Migraine,Palakkad,5,June,Ernakulam
losartan,Hypertension,Malappuram,54,May,Thrissur
emtricitabine,AIDS/HIV,Aleppey,365,July,Thiruvananthapuram
alvimopan,Gastrointestinal,Kottayam,6,December,Kannur
diphenhydramine,Cold,Kozhikode,321,July,Palakkad
sumatriptan,Migraine,Malappuram,65,January,Ernakulam
spironolactone,Acne,Thiruvananthapuram,787,November,Kollam
triamcinolone,Hair Loss,Thiruvananthapuram,65,September,Kannur
duloxetine,Depression,Kollam,65,December,Wayanad
darunavir,AIDS/HIV,Thrissur,365,January,Palakkad
lisinopril,Hypertension,Kasargod,75,August,Kannur
eletriptan,Migraine,Wayanad,614,November,Kollam
duloxetine,Depression,Kollam,231,April,Ernakulam
elvitegravir,AIDS/HIV,Palakkad,564,August,Malappuram
sumatriptan,Migraine,Malappuram,6,December,Kozhikode
spironolactone,Acne,Thiruvananthapuram,16,November,Ernakulam
lidocaine topical,Gastrointestinal,Pathanamthitta,987,November,Thiruvananthapuram
diphenhydramine,Cold,Kozhikode,32,April,Kannur
alvimopan,Gastrointestinal,Kottayam,312,October,Ernakulam
tretinoin topical,Acne,Thrissur,987,June,Palakkad
minoxidil topical,Hair Loss,Kollam,547,October,Aleppey
chlorpheniramine,Cold,Kasargod,32,August,Kannur
